Date,Low,Open,Volume,High,Close,Adjusted Close
12-12-1980,0.1283479928970337,0.1283479928970337,469033600,0.1289059966802597,0.1283479928970337,0.10060009360313416
15-12-1980,0.12165199965238571,0.12221000343561172,175884800,0.12221000343561172,0.12165199965238571,0.09535172581672668
16-12-1980,0.11272300034761429,0.1132809966802597,105728000,0.1132809966802597,0.11272300034761429,0.08835308998823166
17-12-1980,0.11551299691200256,0.11551299691200256,86441600,0.11607100069522858,0.11551299691200256,0.09053989499807358
18-12-1980,0.11886200308799744,0.11886200308799744,73449600,0.11941999942064285,0.11886200308799744,0.09316487610340118
19-12-1980,0.12611599266529083,0.12611599266529083,48630400,0.12667399644851685,0.12611599266529083,0.09885059297084808
22-12-1980,0.1322540044784546,0.1322540044784546,37363200,0.1328130066394806,0.1322540044784546,0.10366162657737732
23-12-1980,0.13783499598503113,0.13783499598503113,46950400,0.13839299976825714,0.13783499598503113,0.1080360934138298
24-12-1980,0.14508900046348572,0.14508900046348572,48003200,0.14564700424671173,0.14508900046348572,0.11372177302837372
26-12-1980,0.15848200023174286,0.15848200023174286,55574400,0.15904000401496887,0.15848200023174286,0.12421933561563492
29-12-1980,0.16071400046348572,0.16071400046348572,93161600,0.16127200424671173,0.16071400046348572,0.12596876919269562
30-12-1980,0.156808003783226,0.15736599266529083,68880000,0.15736599266529083,0.156808003783226,0.12290722131729126
31-12-1980,0.1523440033197403,0.1529020071029663,35750400,0.1529020071029663,0.1523440033197403,0.1194082722067833
02-01-1981,0.15401799976825714,0.15401799976825714,21660800,0.15513400733470917,0.15401799976825714,0.12072040140628815
05-01-1981,0.15067000687122345,0.15122799575328827,35728000,0.15122799575328827,0.15067000687122345,0.11809621006250381
06-01-1981,0.1439729928970337,0.1445309966802597,45158400,0.1445309966802597,0.1439729928970337,0.11284705996513367
07-01-1981,0.13783499598503113,0.13839299976825714,55686400,0.13839299976825714,0.13783499598503113,0.1080360934138298
08-01-1981,0.13504500687122345,0.13560299575328827,39827200,0.13560299575328827,0.13504500687122345,0.10584922134876251
09-01-1981,0.14229899644851685,0.14229899644851685,21504000,0.14285700023174286,0.14229899644851685,0.1115349680185318
12-01-1981,0.141183003783226,0.14229899644851685,23699200,0.14229899644851685,0.141183003783226,0.11066021770238876
13-01-1981,0.13616099953651428,0.1367190033197403,23049600,0.1367190033197403,0.13616099953651428,0.10672393441200256
14-01-1981,0.1367190033197403,0.1367190033197403,14291200,0.1372770071029663,0.1367190033197403,0.10716135054826736
15-01-1981,0.13950900733470917,0.13950900733470917,14067200,0.140625,0.13950900733470917,0.10934814810752869
16-01-1981,0.13839299976825714,0.13895100355148315,13395200,0.13895100355148315,0.13839299976825714,0.10847342759370804
19-01-1981,0.14676299691200256,0.14676299691200256,41574400,0.14732100069522858,0.14676299691200256,0.11503385752439499
20-01-1981,0.14229899644851685,0.14285700023174286,30083200,0.14285700023174286,0.14229899644851685,0.1115349680185318
21-01-1981,0.14508900046348572,0.14508900046348572,15904000,0.14620499312877655,0.14508900046348572,0.11372177302837372
22-01-1981,0.14676299691200256,0.14676299691200256,35548800,0.1478790044784546,0.14676299691200256,0.11503385752439499
23-01-1981,0.14620499312877655,0.14676299691200256,11222400,0.14732100069522858,0.14620499312877655,0.11459647119045258
26-01-1981,0.1439729928970337,0.1445309966802597,24640000,0.1445309966802597,0.1439729928970337,0.11284705996513367
27-01-1981,0.14285700023174286,0.1439729928970337,23699200,0.1439729928970337,0.14285700023174286,0.111972376704216
